UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date
NA,spbk0000818,"Holbach, Paul Henri Dietrich [d']","Essai sur les préjuges, ou de l'influence des opinions sur les moeurs et sur le bonheur des hommes. Ouvrage contenant l'apologie de la philosophie, par Mr. D.M.",NA,NA
NA,spbk0000819,"Barthez de Marmorières, Antoine","Nouveaux essais sur la noblesse, ou après recherché l'origine & l'état civil de l'homme chez les peuples connus, on se propose de le guider dans les différens âges & emplois de la vie... par M. Barthès",1781,NA
NA,spbk0000820,"Saussure, Horace-Bénédict [de]",Essais sur l'hygrométrie,1783,NA
NA,spbk0000820,"Saussure, Horace-Bénédict [de]",Essais sur l'hygrométrie,1783,NA
NA,spbk0000821,"Razoumowsky, Grégoire [de]",Essai d'un système des transitions de la nature dans le règne minéral,1785,NA
NA,spbk0000825,"Verdy Du Vernois, Adrien-Marie-François [de]","Essais de géographie, de politique et d'histoire, sur les possessions de l'empereur des Turcs en Europe",1784,NA
NA,spbk0000826,"Müller, Johannes [von]","Essais historiques, par M. J*** M*****... contenant 1. Vue générale de l'histoire politique de l'Europe dans le moyen âge. 2. Considérations sur le gouvernement de Berne. 3. Tableau des troubles de la République de Genève, depuis leur origine jusqu'à nos jours par Müller",1781,NA
NA,spbk0000829,"Trublet, Nicolas-Charles-Joseph","Essais sur divers sujets de littérature et de morale, par M. l'abbé Trublet",1762,NA
NA,spbk0000834,"Koppen, Karl-Friedrich",Essai sur les mystères et le véritable objet de la confrérie des francs-maçons,NA,NA
NA,spbk0000835,"Fleury, Claude",Essais historiques et critiques sur les juifs anciens et modernes; ou Supplément aux Moeurs des Israélites de M. l'abbé Fleurs,1771,NA
NA,spbk0000837,"Schmidt, Georg Ludwig","Essais sur les philosophes et la philosophie: avec des dissertations sur l'amour, la jalousie, ",1776,NA
NA,spbk0000838,"Struve, Othon Guillaume","Essais, ou réflexions intéressantes relatives à la chymie, la médecine, l'économie et le commerce",1772,NA
NA,spbk0000843,NA,Estampes [Impératrice de Russie],NA,NA
NA,spbk0000845,NA,Estampes [Port de mer],NA,NA
NA,spbk0000846,NA,Estampes [Marechal du Saxe],NA,NA
NA,spbk0000847,NA,Estampes [Guillaume Tell],NA,NA
NA,spbk0000848,NA,Estampes [La Bible],NA,NA
NA,spbk0000848,NA,Estampes [La Bible - German],NA,NA
NA,spbk0000850,"Altmann, Johann Georg","Etat et délices de la Suisse, ou Description historique et géographique des treize cantons suisses et de leurs alliés. Nouvelle édition, corrigée & considérablement augmentée",1778,NA
NA,spbk0000850,"Altmann, Johann Georg","Etat et délices de la Suisse, ou, Description historique et géographique des XIII. cantons suisses et de leurs alliés",1776,NA
NA,spbk0000851,"Boswell, James","Etat de la Corse, suivi d'un journal d'un voyage dans l'île, et des Mémoires de Pascal Paoli; par M. James Boswel... Orné d'une carte... et des manifestes originaux; traduit de l'anglais et de l'italien",1769,NA
NA,spbk0000852,"Torcia, Michele",Etat de la navigation nationale sur toute la coté orientale du royaume de Naples  ,1784,NA
NA,spbk0000853,"Firmin, Philippe","Etat present des Indes hollandaises, contenant une peinture vraie et fidèle du gouvernement, de l'administration et de la conduite des Hollandais dans les Indes-Orientales",NA,NA
NA,spbk0000854,"Dumouriez, Charles-François","Etat présent du royaume de Portugal, en l'année 1766",1775,NA
NA,spbk0000855,"Andréa de Nerciat, André-Robert",Etourdi (l'),1784,NA
NA,spbk0000856,NA,Etrenne chrétienne ou méditations et prières ... traduit de l'anglois sur la dixième édition,1771,NA
NA,spbk0000857,NA,"Etrennes d'un médecin, ouvrage où l'on donne les moyens sûrs de remédier promptement aux différens accidens qui menacent la vie",NA,NA
NA,spbk0000858,"Penn, Lewis","Etrennes aux désoeuvrés, ou lettre d'un Quaker à ses frères et à un grand docteur",NA,NA
NA,spbk0000859,NA,"Etrennes de l'Empereur de la Chine aux souverains de l'Europe pour l'année 1782. Avec un plan de pacification proposé par le monarque chinois, & ses instructions au mandarin Chou-King ... son plénipotentiaire au congrès proposé pour rétablir la paix entre les puissances européennes",1782,NA
NA,spbk0000860,NA,Etrennes du Parnasse. Poètes grecs,1771,NA
NA,spbk0000861,NA,Etrennes (les) du sage: Quatrains,NA,NA
NA,spbk0000862,"Bernardin de Saint-Pierre, Henri",Etudes de la nature,1786-1788,NA
NA,spbk0000863,"Beaumarchais, Pierre Augustin Caron [de]",Eugénie: drame ,NA,NA
NA,spbk0000864,"Euler, Leonhard",Introductio in analysin infinitorum,1748,NA
NA,spbk0000865,Eutropius,Flavii Eutropii breviarium historiae Romanae,NA,NA
NA,spbk0000866,"Voltaire, François Marie Arouet",Evangile (l') du jour,NA,NA
NA,spbk0000867,"Voltaire, François Marie Arouet",Evangile (l') de la raison. Ouvrage posthume de M.D.M....Y.,NA,NA
NA,spbk0000868,"Burney d'Arblay, Frances","Evelina, ou L'entrée d'une jeune personne dans le monde",NA,NA
NA,spbk0000869,Bardinet de Bintar,"Evénemens (les) nocturnes, ou les Nouvelles Méprises, comédies en 3 actes et en prose... par M. Bardinet",1776,NA
NA,spbk0000871,"Burigny, Jean Lévesque [de]",Examen critique des apologistes de la religion chrétienne,NA,NA
NA,spbk0000872,"Bohan, Baron François-Phillipe Loubat [de]","Examen critique du militaire français, suivi des principes qui doivent déterminer sa constitution, sa discipline et son instruction, par M. le M.B.D.B.",1781,NA
NA,spbk0000873,"Annet, Peter",Examen critique de la vie et des ouvrages de Saint Paul,NA,NA
NA,spbk0000874,"Boullier, David Renaud",Court examen de la thèse de Mr. l'abbé de Prades et observations sur son Apologie,1753,NA
NA,spbk0000875,"Frederick II, King of Prussia",Examen de l'Essai sur les préjuges,NA,NA
NA,spbk0000876,"Jenyns, Soame","Examen de l'évidence intrinsèque du christianisme, par Soame Jenyns... Traduit de l'anglois, sur la Vme édition",1778,NA
NA,spbk0000877,"La Beaumelle, Laurent Anglivie [de]","Examen de la nouvelle histoire de Henri IV, de M. de Bury",1768,NA
NA,spbk0000878,"Collins, Anthony",Examen des prophéties qui servent de fondement à la religion chrétienne. Avec un essai critique sur les prophètes et les prophéties en général,1768,NA
NA,spbk0000880,NA,Examen impartial des principales religions du monde,NA,NA
NA,spbk0000881,"Vernes, Jacob",Convient-il de supprimer une partie des sermons qui se prononcent à Genève? Examen de cette question,1775,NA
NA,spbk0000882,"Brooke, Frances Moore","Excursion (l'), ou l'Escapade, par Mme Brooke, ouvrage traduit de l'anglois (par H. Rieu)",1778,NA
NA,spbk0000883,"Berchem, Jacob-Pierre Berthout [van]","Excursion dans les mines du Haut Faucigny, et description de deux nouvelles routes pour aller sur le Buet et le Breven, avec une notice sur le Jardin  ",1787,NA
NA,spbk0000884,NA,[Lexicon en Allemand],NA,NA
NA,spbk0000885,NA,"Expériences pour servir à l'histoire de la génération des animaux et des plantes, par M. l'Abbé Spallanzani. Avec une Ebauche de l'histoire des êtres organisés avant leur fécondation, par Jean Senebier",1785-1786,NA
NA,spbk0000887,"Horne, Jacques [de]",Exposition raisonnée des différentes méthodes d'administrer le mercure,NA,NA
NA,spbk0000889,"Castella, Jean-Nicolas-Andre [de]",Exposé justificatif pour le peuple du canton de Fribourg en Suisse: au sujet des troubles arrivés en 1781,1781,NA
NA,spbk0000890,NA,Expériences sur la digestion de l'homme et de différentes espèces d'animaux,NA,NA
NA,spbk0000891,"Bayle, Pierre",Extrait du Dictionnaire historique et critique,1780,NA
NA,spbk0000893,"Haller, Albrecht [von]","Fabius et Caton, fragment de l'histoire romaine, par M. Albert de Haller. Traduit de l'allemand par F. L. Koenig",1782,NA
NA,spbk0000898,"Moser, Friedrich Karl [von]","Cour (la), fables allegoriques: ouvrage traduit de l'Allemand ",NA,NA
NA,spbk0000899,"La Fontaine, Jean de",Fables (les) de La Fontaine,NA,NA
NA,spbk0000899,"La Fontaine, Jean de",Fabulae selectae Fontanii,NA,NA
NA,spbk0000900,"Gellert, Christian Fuerchtegott",Fables et contes de Gellert,NA,NA
NA,spbk0000901,"Saint-Lambert, Jean-François [de]",Fables orientales de M. de S. Lambert,NA,NA
NA,spbk0000904,"Goudar, Ange","Fastes (les) de Louis XV, de ses ministres, maîtresses, généraux et autres notables personnages de son règne",1782,NA
NA,spbk0000905,NA,Fat (le) corrigé. Histoire Morale,1783,NA
NA,spbk0000906,"Rochette de La Morlière, Charles-Jacques-Louis-Auguste","Fatalisme (le), ou Collection d'anecdotes, pour prouver l'influence du sort sur l'histoire du coeur humain",1769,NA
NA,spbk0000907,"Dorat, Claude Joseph","Faux Ibrahim, conte arabe, et le Rêve impatientant, conte françois, suivis des Réformes de l'amour et précédés de quelques réflexions sur Montesquieu",1777,NA
NA,spbk0000909,"Pezzl, Johann","Faustin, ou Le siècle philosophique",1784,NA
NA,spbk0000910,"Robinet, Jean-Baptiste-René",Favori (le) de la fortune,1779,NA
NA,spbk0000911,"Hontheim, Johann Nikolaus [von]","Justini Febronii... de Statu Ecclesiae et legitima potestate romani pontificis liber singularis, ad reuniendos dissidentes in religione christianos compositus",NA,NA
NA,spbk0000913,"Fellenberg, Daniel","Jurisprudentia antiqua continens opuscula et dissertationes quibus leges antiquae praesertim mosaïcae, graecae et romanae illustrantur",1760-1761,NA
NA,spbk0000914,"Restif de la Bretonne, Nicolas-Edmé","Femme (la) infidelle, par Maribert-Courtenay",1786,NA
NA,spbk0000915,NA,"[Femmes célèbres, ou les françoises]",NA,NA
NA,spbk0000916,"Rose, Louis","Bonne (la) fermière, ou Eléments économiques utiles aux jeunes personnes destinées à cet état, par M. L. R.",1765,NA
NA,spbk0000917,"Servan, Joseph-Michel-Antoine","Feuille jettée aux vents. De la tolérance des loix de l'empereur, éloge de ce prince: de la réforme de nos loix intolérantes ",1784,NA
NA,spbk0000918,"Cleland, John","Fille (la) de joye, ou Mémoires de Miss Fanny",NA,NA
NA,spbk0000919,"Müller von Friedberg, Karl","Fille (la) de seize ans, drame en 3 actes",1785,NA
NA,spbk0000920,"Restif de la Bretonne, Nicolas-Edmé",Fille (la) naturelle,NA,NA
NA,spbk0000921,"Genlis, Stéphanie Félicité [comtesse de]",Flaçons (les),NA,NA
NA,spbk0000922,"Nougaret, Pierre-Jean-Baptiste","Foiblesses (les) d'une jolie femme, ou Mémoires de Mme de Vilfranc, écrits par elle-même",NA,NA
NA,spbk0000923,"Aunillon, Pierre-Charles-Fabiot",Force (la) de l'éducation,1762,NA
NA,spbk0000924,"Mallet, Paul Henri",Forme du gouvernement de Suède,NA,NA
NA,spbk0000925,"Meilhan, Gabriel Sénac [de]","Foutro-manie (la), poème lubrique en six chants",NA,NA
NA,spbk0000926,"Marmontel, Jean-François",Fragmens de philosophie morale,NA,NA
NA,spbk0000927,"Voltaire, François Marie Arouet",Fragment des instructions pour le prince royal de***,1768,NA
NA,spbk0000930,"Voltaire, François Marie Arouet","Fragments sur l'Inde, sur le general Lalli, et sur le comte de Morangiés",NA,NA
NA,spbk0000933,"Smith, Adam",Fragment sur les colonies en général et sur celles des Anglois en particulier. Traduit de l'anglois,1778,NA
NA,spbk0000935,NA,[Frauer Rede der Frau Maria Theresia],NA,NA
NA,spbk0000936,"Marchand, Jean-Henri","Fruits (les) de l'automne, par M. M*** ",1781,NA
NA,spbk0000939,"Vanel, Claude","Galanteries des rois de France, depuis le commencement de la monarchie jusqu'à présent",NA,NA
NA,spbk0000940,"Florian, Jean-Pierre Claris [de]",Galatée: roman pastoral imité de Cervantès,1784,NA
NA,spbk0000941,NA,"Galerie de l'ancienne cour, ou, Mémoires anecdotes pour servir a l'histoire des regnes de Louis XIV et de Louis XV",1787,NA
NA,spbk0000943,"Théveneau de Morande, Charles","Gazetier (le) cuirassé, ou anecdotes scandaleuses de la cour de France",NA,NA
NA,spbk0000944,"Bernard, François","Gazette (la) de Cythère, ou histoire secretes de Mad. la comtesse du Barry",1775,NA
NA,spbk0000944,"Bernard, François",Histoire secrete de Madame la Comtesse Du Barry,NA,NA
NA,spbk0000946,"La Fite de Pelleport, Anne-Gédéon","Gazette (la) noire, par un homme qui n'est pas blanc, ou oeuvres posthumes du Gazetier cuirassé",1784,NA
NA,spbk0000947,"Hale, Thomas","Gentilhomme (le) cultivateur, ou corps complet d'agriculture, traduit de l'anglois de M. Hale, et tiré des auteurs qui ont le mieux écrit sur cet art, par Monsieur Dupuy Demportes",1761-1764,NA
NA,spbk0000948,"Mercier, Louis-Sébastien","Gentillâtre (le): comédie en trois actes, et en prose ",1781,NA
NA,spbk0000950,"Buffier, Claude","Géographie universelle, exposée dans les différentes méthodes qui peuvent abréger l'étude & faciliter l'usage de cette science",1783,NA
NA,spbk0000951,"Bérenger, Jean-Pierre","Géographie de Busching, abrégée dans les objets les moins intéressans, augmentée dans ceux qui ont paru l'être, retouchée partout, et ornée d'un précis de l'histoire de chaque état par M. Bérenger",1776-1782,NA
NA,spbk0000954,La G*** [de],"George Wrey, ou Le Bouquet du coeur. Commédie en un acte & en prose, mêlée de vaudevilles. Par M. de La G***",1785,NA
NA,spbk0000955,"Bodmer, Johann Jakob",Geschichte der Stadt Zürich,NA,NA
NA,spbk0000956,"Bahrdt, Carl Friedrich",Geschichte des Einweihungsfestes des Philanthropins zu Marschlins,1776,NA
NA,spbk0000957,"Trümpi, Christoph",Neue Glarner-Chronik,1774,NA
NA,spbk0000958,"Langhans, Daniel","Gouttes (les) glaciales helvétiques éprouvées dans nombre de maladies, et traité sur l'usage des gouttes mercurielles dans tous les maux vénériens",1759,NA
NA,spbk0000960,"Mably, Gabriel Bonnot [de]",Gouvernement (du) et des loix de la Pologne,1781,NA
NA,spbk0000961,"Veneroni, Jean Vigneron","Maître (le) italien, ou la Grammaire françoise et italienne de Veneroni... contenant tout ce qui est nécessaire pour apprendre facilement la langue italienne. 17e édition... corrigée suivant l'orthographe moderne et les décisions de l'Académie de la Crusca, augmentée de plusieurs règles... et d'un vocabulaire des deux langues; le tout revu sur les éditions publiées par M. Minazio et M. Charles Placardi",1784,NA
NA,spbk0000962,"Gottsched, Johann Christoph",Maître de la langue allemande ou nouvelle Grammaire allemande... composée sur le modèle des meilleurs auteurs de nos jours et principalement sur celui de M. le Prof. Gottsched,1781,NA
NA,spbk0000962,"Gottsched, Johann Christoph","Maitre (le) de la langue allemande, ou, Nouvelle grammaire allemande, méthodique et raisonnée composée sur le modele des meilleurs auteurs de nos jours et principalement sur celui de Mr. le Prof. Gottsched",1782,NA
NA,spbk0000962,"Gottsched, Johann Christoph",Grammaire allemande de M. Gottsched,NA,NA
NA,spbk0000963,"Robinet, Jean-Baptiste-René",Nouvelle grammaire angloise... par J.-B. Robinet et J.-B. Dehaynin,1785,NA
NA,spbk0000964,"Mignon, P. (dit Beautour)","Nouvelle grammaire françoise et allemande: à l'usage des Personnes, qui désirent de se perfectionner dans l'une et l'autre Langue ... par P. Mignot, dit Beautour ",1743,NA
NA,spbk0000965,"Wailly, Noël François [de]",Introduction à la syntaxe latine,1761,NA
NA,spbk0000965,"Clarke, John",Introduction à la syntaxe latine,NA,NA
NA,spbk0000969,"Des Pepliers, J.-R.",Nouvelle et parfaite grammaire royale françoise et allemande,1781,NA
NA,spbk0000969,"Des Pepliers, J.-R.",Nouvelle et parfaite grammaire royale françoise et allemande,NA,NA
NA,spbk0000970,"Poitevin, François Louis",Nouvelle et parfaite grammaire françoise et allemande,1768,NA
NA,spbk0000972,"Restaut, Pierre",Principes généraux et raisonnés de la grammaire françoise,NA,NA
NA,spbk0000974,"Barthélemy, Louis","Grammaire des dames, ou nouveau traité d'orthographe françoise: réduite aux règles les plus simples, et justifiée par des morceaux choisis de poésie, d'histoire, etc.: ouvrage dédié à madame la comtesse de Genlis  ",1785,NA
NA,spbk0000976,"Leresche, Samuel","Grammaire latine, ... pour l'usage des écoles du Pays de Vaud, et particulièrement du Collège de Lausanne",NA,NA
NA,spbk0000977,NA,[Grammatica Grecca],NA,NA
NA,spbk0000978,NA,"Grand (le) Grimoire, avec la grande clavicule de Salomon et la magie noire, ou les forces infernales du grand Agrippa, pour découvrir sous les trésors cachés et se faire obéir à tous les esprits suivi de tous les arts magiques ",NA,NA
NA,spbk0000979,"Superville, Daniel [de]","Veritez et les devoirs de la religion chrétienne, ou Catéchisme pour l'instruction de la jeunesse",NA,NA
NA,spbk0000980,NA,"Grand (le) vocabulaire convaincu de Semi-pélagianisme, de Pélagianisme, de Manichéisme, d'erreurs graves dans la morales, et de propositions injurieuse à la divinité",1768,NA
NA,spbk0000981,"Chaudon, Louis Mayeul","Grands (les) hommes vengés, ou Examen des jugements portés par M. de V. et par quelques autres philosophes sur plusieurs hommes célèbres, avec un grand nombre de remarques critiques... par Monsieur des Sablons",1769,NA
NA,spbk0000982,"Prévost, Antoine François","Nouvelles lettres angloises, ou Histoire du chevalier Grandisson",NA,NA
