concatenated,parisian_keyword
"Certain German editions Jacobi Bruckeri... Institutiones historiae philosophicae, usui academicae juventutis adornatae 1447 NA NA Latin B. C. Breitkopfii NA Leipzig Leipzig 1756 NA 884 884 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Jacobi Bruckeri,... Institutiones historiae philosophicae  ",Science et Arts
"Certain Belgian editions Abrégé de la vie et du système de Gassendi, par M. de Camburat 22 NA NA French Société Typographique de Bouillon NA Bouillon Bouillon 1770 NA XIX, 219 238 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Abrégé de la vie et du système de Gassendi  ",Science et Arts
"Pseudo Dutch editions Mémoires pour servir à la vie de M. de Voltaire, écrits par lui-même 914 NA NA French NA NA Amsterdam Amsterdam 1785 NA NA NA 2 NA 12 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), although edition not identified. Mémoires pour servir à la vie de M. de Voltaire  ",Science et Arts
"Certain Other Swiss editions Traité des arbitrages de change: contenant la véritable maniere, dont les principales places de l'Europe se servent pour la direction de leurs changes: avec une methode aussy succincte qu'aisée, pour trouver le pair de toutes ces places, & pour chiffrer tous les arbitrages proposés, demontrée par un grand nombre d'exemples de toutes sortes de change: a quoy encore on a ajouté des arbitrages & des calculs très curieux, dont aucun auteur n'a traité 1656 NA NA French NA NA Basle Basle 1728 NA [8], 621, [1] 630 1 NA 4 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Traité des arbitrages de change  ",Science et Arts
Certain French editions Remarques critiques sur le Dictionnaire de Bayle 1187 NA NA French E. Ganeau NA Paris Paris 1752 NA NA NA 2 NA Folio NA NA Attribution - Fauche-Borel Catalogue (1787) information. Remarques critiques sur le Dictionnaire de Bayle  ,Science et Arts
"Certain Avignon editions Psycantropie (la), ou Nouvelle théorie de l'homme 1628 NA NA French L. Chambeau NA Avignon Avignon 1748 NA NA NA 3 NA 12 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), although BnF Catalogue states edition in-16°. Psycantropie (la)  ",Science et Arts
"Certain Dutch editions Mélanges philosophiques, par M. Formey 864 NA NA French E. Luzac fils NA Leiden Leiden 1754 NA NA NA 2 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Mélanges philosophiques  ",Science et Arts
"Pseudo Place of publication unknown Zodiaque (le) mystérieux, ou les oracles d' Etteilla 1440 NA NA French NA NA n.pl. ? 1781 NA NA NA 1 NA 8 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), although edition not located. Zodiaque (le) mystérieux  ",Science et Arts
"Certain Other Swiss editions Alberti Halleri... De Partium corporis humani praecipuarum fabrica et functionibus, opus quinquaginta annorum 1459 NA NA Latin ex prelis Societatum typographicarum NA Berne; Lausanne Berne; Lausanne 1778 NA NA NA 8 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Alberti Halleri,... De Partium corporis humani praecipuarum fabrica et functionibus  ",Science et Arts
"Certain Avignon editions Electricité (l') soumise à un nouvel examen, dans différentes lettres addressées à M. l'abbé Nollet, et dans quelques questions de physique, présentées sous la forme scholastique... par l'auteur du Dictionnaire de physique  368 NA NA French Vve Girard NA Avignon Avignon 1768 NA XLVIII, 288 296 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Electricité (l') soumise à un nouvel examen  ",Science et Arts
"Certain French editions Recueil de divers ouvrages relatifs a l'agriculture et à la médecine domestique et vétérinaire 1160 A collection of cheap remedies for the use of the poor? [partially translated from] English French Nyon NA Paris Paris 1776 NA NA NA 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information.  N.B. Worldcat notice - Reissue of three previously published works: Espuller, Baron d' 'Agrologie, ou méthode nouvelle, pour bien connoître la nature de chaque espèce de terres fertilisables' (1771);  'Pharmacopée. La pharmacopée des pauvres' by William Lewis, translated by G. Mazéas (1757); Chalettes 'Medecine des chevaux, à l'usage des laboureurs' [Anon.] (1763). Recueil de divers ouvrages relatifs a l'agriculture et à la médecine domestique et vétérinaire  ",Science et Arts
"Pseudo Italian editions Lettres sur les truffes du Piémont, écrites par M. le Cte de Borch en 1780 1588 NA NA French NA NA Milan Milan 1781 NA NA NA 1 NA 8 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), although only extant edition located published in 1780. Lettres sur les truffes du Piémont  ",Science et Arts
"Certain French editions Traité d'optique, par M. Smith... traduit de l'anglais et considérablement augmentée  1659 A Compleat System of Opticks in Four Books English French NA NA Brest Brest 1768 NA NA NA 1 NA 4 NA NA Attribution - Fauche-Borel Catalogue (1787) information, although extant copies located all '1767', so dating is probably a catalogue error. Traité d'optique, par M. Smith  ",Science et Arts
"Pseudo Place of publication unknown Notions claires sur les gouvernemens Notion claire sur le gouvernement NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced from 1787. Notions claires sur les gouvernemens  ",Science et Arts
"Certain French editions Tableau analytique de la France, dans lequel on donne une connaissance générale et détaillée du royaume, considéré sous ses différentes formes de gouvernement tant civil qu'ecclésiastique et militaire, par différents auteurs  1645 NA NA French l'auteur NA Paris Paris 1766 NA NA NA 1 NA 4 NA NA Attribution - Fauche-Borel Catalogue (1787) information, only extant edition located. Tableau analytique de la France  ",Science et Arts
Pseudo Place of publication unknown [Ami (l') de la santé] Ami de la santé NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - work not identified. [Ami (l') de la santé]  ,Science et Arts
Pseudo Place of publication unknown [Chasse (la)] chasse (la) NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - work not identified. [Chasse (la)]  ,Science et Arts
Pseudo Place of publication unknown Amans (les) protegés par l'amour: ballet pastoral héroique Amans protegés NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 NA NA Attribution - edition not identified. This ballet was written in 1774 and first performed in Mannheim in the Schlosstheater. Amans (les) protegés par l'amour  ,Science et Arts
"Pseudo Other Swiss editions Confessions (les), de J.J. Rousseau NA NA NA French NA NA Geneva Geneva 1782 NA NA NA 1 NA NA NA NA Attribution - sourced from Geneva in 1782, but several editions published in the city during the year. Confessions (les)  ",Science et Arts
"Certain Other Swiss editions Consolations (les) de l'âme fidèle contre les frayeurs de la mort 221 The Christian's Consolations Against the Fears of Death English French Société Typographique de Lausanne NA Lausanne Lausanne 1780 NA 591, [1 bl.] 592 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Consolations (les) de l'âme fidèle contre les frayeurs de la mort  ",Science et Arts
"Pseudo Place of publication unknown Démonstrations élémentaires de botanique NA NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, extant editions located are (Lyon, 1766) and (Lyon, 1773). Démonstrations élémentaires de botanique  ",Science et Arts
"Pseudo Place of publication unknown Instructions succinctes sur les accouchements, en faveur des sages-femmes NA NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, several produced. Instructions succinctes sur les accouchements  ",Science et Arts
"Pseudo Place of publication unknown Lettres sur l'amour de la patrie, ou Correspondance d'Anapistemon et de Philopatros NA NA NA French NA NA n.pl. ? 1779 NA NA NA 1 NA NA NA NA Attribution - edition not identified, more than one produced in 1779 when work first published, sourced from Lausanne. Lettres sur l'amour de la patrie  ",Science et Arts
"Pseudo Place of publication unknown Compendium elementorum matheseos universae NA NA NA Latin NA NA n.pl. ? NA NA NA NA 2 NA 8 NA NA Attribution - edition not identified, several produced. Compendium elementorum matheseos universae  ",Science et Arts
"Pseudo Place of publication unknown Nouvelle (la) maison rustique, ou Economie générale de tous les biens de campagne NA NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA NA Attribution - edition not identified, numerous produced. Nouvelle (la) maison rustique  ",Science et Arts
Certain German editions Matinées (les) du roi de Prusse 857 NA NA French NA NA Berlin Berlin 1784 NA 60 60 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Matinées (les) du roi de Prusse  ,Science et Arts
"Probable French editions Médecine vétérinaire  NA NA NA French Frères Perisse NA Lyon Lyons 1783 NA NA NA 3 NA 8 NA NA Attribution - sourced from Périsse frères in 1788, their latest edition of the work. Médecine vétérinaire  ",Science et Arts
Certain Belgian editions Système du monde NA Cosmologische Briefe über die Einrichtung des Weltbaues German French Société Typographique de Bouillon NA Bouillon Bouillon 1770 NA 188 188 1 NA 8 NA NA Attribution - only extant edition located at time STN traded in work. Système du monde  ,Science et Arts
Certain Dutch editions Réflexions sur les grands hommes qui sont morts en plaisantant NA NA NA French NA NA Amsterdam Amsterdam 1714 NA NA NA 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Réflexions sur les grands hommes qui sont morts en plaisantant  ,Science et Arts
"Certain Place of publication unknown Suite des Erreurs et de la verité, ou développement du livre des hommes rappelés au principe universel de la science Suite des erreurs et de la vérité NA NA French NA NA Salomonopolis ? 1784 NA NA NA 1 NA 8 NA NA Attribution - only extant edition located. Suite des Erreurs et de la verité  ",Science et Arts
Pseudo Place of publication unknown [Cathéchisme de Zürich] Cathechisme (grand) de Zurick NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 10 NA Attribution - work not identified. [Cathéchisme de Zürich]  ,Théologie
Pseudo Place of publication unknown [Catéchisme de Roques] Cathechisme de Roques NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 7 NA Attribution - work not identified. [Catéchisme de Roques]  ,Théologie
"Certain Other Swiss editions Eglise (de l') du Pape, de quelques points de controverse, et des moyens de réunion entre toutes les Églises Chrétiennes De l'Eglise du Pape, de quelques points de controverse, et des moyens de réunion entre toutes les Eglises chrétiennes; Eglise (de l') du Pape; Eglise du Pape NA NA French NA NA Geneva Geneva 1781 NA NA NA 1 NA NA 13.5 NA Attribution - sourced from Geneva in 1781, only extant edition located at time STN traded in work. Eglise (de l') du Pape  ",Théologie
"Certain STN editions Sermons sur différens textes de l'Ecriture-Sainte, par J.E. Bertrand, membre de plusieurs académies, professeur de belles-lettres, et ci-devant ministre du Saint Evangile à Neuchâtel Sermons de Bertrand; Sermons de Mr Bertrand NA NA French Société Typographique de Neuchâtel NA Neuchâtel Neuchâtel 1773 NA 395, [1 bl.] 395 1 NA 8 25 NA Attribution - previously unknown STN edition. Not included on Schmidt's 'Liste des impressions' or annexe. Sermons de Bertrand  ",Théologie
"Pseudo Place of publication unknown Selectae e Veteri Testamento historiae ad usum eorum qui latinae linguae rudimentis imbuuntur  Selectæ e veteri testamento historiæ; Selectæ & véteri; Selectæ ? et vertert NA NA Latin NA NA n.pl. ? NA NA NA NA 1 NA NA 3 NA Attribution - edition not identified, numerous produced. Selectae e Veteri Testamento historiae  ",Théologie
Certain Other Swiss editions Etrenne chrétienne ou méditations et prières ... traduit de l'anglois sur la dixième édition Etrenne Chrétienne [An original edition / title for this work has not been identified] English French J. P. Heubach NA Lausanne Lausanne 1771 NA 119 119 1 NA 12 NA NA Attribution - only extant edition located. Etrenne chrétienne ou méditations et prières  ,Théologie
"Certain French editions Ouvrages de feu Mr. Forbes, Lord-Président des Assises d'Edimbourg: contenants: des pensées sur la religion naturelle et révéleé, une lettre a un évêque; des reflexions sur l'incrédulité, traduits de l'anglois, avec des notes, par le R.P. Houbigant, prêtre de l'Oratoire Ouvrages de Forbes; pensées sur la religion; Pensées sur la religion naturelle; Pensées sur la religion naturelle & révélée Some Thoughts Concerning Religion, Natural and Revealed; A Letter to a Bishop; Reflexions on the Sources of Incredulity with Regard to Religion  English French Louis-Joseph Berthoud NA Lyon Lyons 1769 NA xx, 461, [3] 484 1 NA 8 30.5 NA Attribution - only extant edition located. Ouvrages de feu Mr. Forbes, Lord-Président des Assises d'Edimbourg  ",Théologie
"Certain Other Swiss editions Sermons sur différens textes de l'Ecriture Sainte [Rochemont] Sermons de Rochemond; Sermons de Rochemont NA NA French C. Philibert et B. Chirol NA Geneva Geneva 1772 NA VIII, 375 383 1 NA 8 24 NA Attribution - sourced from Philibert and Chirol from 1773, catalogue information. Sermons sur différens textes de l'Ecriture Sainte [Rochemont]  ",Théologie
"Certain Place of publication unknown Religion (la) naturelle et la révélée établies sur les principes de la vraie philosophie De la réligion naturelle & révéllée; Réligion naturelle et révélée NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA NA Trembley's Instructions d'un père à ses enfans sur la religion naturelle et révelée, par Abraham Trembley ? Attribution - edition not identified. Religion (la) naturelle et la révélée  ",Théologie
"Pseudo STN editions Recueil des passages du Nouveau Testament qui servent à établir les vérités et les devoirs de la religion chrétienne 1161; passages; Recueil de pasages de l’E.S; Recueil des passages NA NA French Société Typographique de Neuchâtel NA Neuchâtel Neuchâtel 1770-1774 NA NA NA 1 NA NA NA NA Attribution - this STN probably produced editions of this work in 1770 (see Schmidt 'liste des editions') and 1774 (see Fauche-Borel Catalogue 1787 -  in-12°, Neuchâtel, 1774). However, they appear to not have always distributed them through the usual channels, and thus much data is missing. Recueil des passages du Nouveau Testament  ",Théologie
Pseudo Place of publication unknown [Passages de Genève] Pasages de Geneve NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 6 NA Attribution - edition not identified. Recueil des passages du Nouveau Testament  ,Théologie
"Certain British editions Sermon prêché... sur la tombe de Pierre le Grand, le lendemain du jour que l'on reçut à St-Pétersbourg la nouvelle de la victoire navale remportée sur la flotte turque... par Platon Sermons préché à Petersbourg [An original edition / title for this work has not been identified] Russian French NA NA London London 1771 NA 15 15 1 NA 12 1 NA Attribution - only extant edition located. Sermon prêché... sur la tombe de Pierre le Grand  ",Théologie
"Pseudo Place of publication unknown Sermons [de Saurin] 1247; Saurin; Sermons de Saurin NA NA French NA NA n.pl. ? NA NA NA NA 12 NA NA 387.5 NA Attribution - edition(s) not identified. STN sourced work from Geneva and Lausanne, and traded in the (Lausanne, 1759-1761) edition and the (Lyon, 1762) edition, both in 12 volumes. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Sermons [de Saurin]  ",Théologie
"Certain Other Swiss editions Prédicateur (la) évangélique, ou sermons pour tous les dimanches et les principales fêtes de l'année Sermons de Nardin; Sermons de Varding NA NA French J. P. Heubach et comp. NA Lausanne Lausanne 1766-1768 NA NA NA 5 NA 8 150.5 NA Attribution - sourced from Heubach. Prédicateur (la) évangélique  ",Théologie
Pseudo Place of publication unknown [Cours de religion] Cours de Religion NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 36.5 NA Attribution - work not identified. [Cours de religion]  ,Théologie
"Certain Other Swiss editions Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin, pasteur et professeur en histoire ecclesiastique à Geneve sermons de Lullin; Sermons de Lullin NA NA French Cl. et Ant. Philibert NA Geneva Geneva 1761-1767 NA NA NA 2 NA 8 48.75 NA Attribution - only extant edition located, sourced from Philibert. Sermons sur divers textes de l'Ecriture Sainte, par Mr. Amedée Lullin  ",Théologie
"Probable Other Swiss editions Regula cleri: ex sacris litteris sanctorum patrum monimentis, ecclesiastique sanctionibus excerpta Régula Cléry NA NA Latin François Grasset NA Lausanne Lausanne 1770 NA 437 437 1 NA NA 18.75 NA Attribution - sourced from Lausanne, although several editions produced. Regula cleri  ",Théologie
"Certain Other Swiss editions Recherches philosophiques sur les preuves du christianisme 1149; Bonnet recherches philosophiques; Recherches sur le Christianisme; Recherches sur les preuves des Xmes NA NA French C. Philibert et B. Chirol NA Geneva Geneva 1770 NA XXXI, [1], 478 510 1 NA 8 35 NA Attribution - catalogue information, sourced from Chirol from 1773, MS1007 confirms this edition still being sold in later period.  N.B. This work is a revised edition of pts xvi-xxi of Bonnet's 'Palingénésie philosophique, ou idées sur l'état passé et sur l'état futur des êtres vivants'. Recherches philosophiques sur les preuves du christianisme  ",Théologie
"Pseudo Place of publication unknown Nouveau (le) Testament 1293; 1294; 1295; 1648; 1649; Nouveau Testement; Nouveau Testement d'Arnaud; Testament NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 41.5 NA Attribution: Source information reveals that STN traded several editions, but transactions data for these different editions cannot be disaggregated. STN Catalogue 1779 gives (1777) in-8°. Fauche-Borel Catalogue (1787) gives (1782) in-8°, (Bâle, 1746) in-8°, and (Geneva, 1726) in-8°. Nouveau (le) Testament  ",Théologie
"Probable Italian editions Oraison funèbre de Charles-Emmanuel, roi de Sardaigne et duc de Savoie, prononcée, le 17 mars 1773, par M***, vicaire à la paroisse de S*** à Chambéry Oraison funebre du Roi de Sardaigne NA NA French A. Gombaut NA Chambery Chambery 1773 NA 43 43 1 NA 8 3 NA Attribution - edition not identified, extant editions located published (Chambéry, 1773) and (Chambéry, 1774).  Superbook attribution uncertain - manuscript information gives only 'Oraison funebre du Roi de Sardaigne', so could also be César-Guillaume de La Luzerne's 'Oraison funebre de ... Prince Charles Emmanuel III' (Paris, 1773). Oraison funèbre de Charles-Emmanuel  ",Théologie
Certain Dutch editions Considérations sur les oeuvres de Dieu dans le règne de la nature et de la Providence pour tous les jours de l'année. Ouvrage traduit de l'allemand de M. C. C. Sturm 220; Considerations sur Dieu par Sturhm Betrachtungen über die Werke Gottes German French P. F. Gosse NA La Haye The Hague 1786 NA NA NA 3 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) and MS 1007 information. Considérations sur les oeuvres de Dieu  ,Théologie
"Certain Place of publication unknown I catecumeni, lettera ad un teologo colla sua risposta Cathecumeny; Cathecumeny lettera ad cum theologo colla su? imposta NA NA Italian NA NA n.pl. ? 1777 NA NA NA 1 NA 8 NA NA Attribution - only extant edition located. I catecumeni, lettera ad un teologo colla sua risposta  ",Théologie
"Certain French editions Dictionnaire philosopho-théologique portatif: contenant l'accord de la véritable philosophie avec la saine théologie, & réfutation des faux principes établis dans les écrits de nos philosophes modernes. Avec des notes à la fin de l'ouvrage, analogues aux principaux articles de ce dictionnaire 313; Dictionnaire philosophique & théologique NA NA French Gaude NA Nismes Nimes 1770 NA xi, 536, [2] 549 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Dictionnaire philosopho-théologique portatif  ",Théologie
"Pseudo Italian editions Documens de l'Ecriture-sainte & des SS. Peres pour les personnes du sexe, où sont compris les documens des jeunes filles, des vierges et des veuves 344; Documens de l'ecriture sainte; Document de l'ecriture sainte NA NA French NA NA Turin Turin 1783 NA NA NA 2 NA 12 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), although work not identified. Documens de l'Ecriture-sainte & des SS. Peres pour les personnes du sexe  ",Théologie
Certain Dutch editions Court examen de la thèse de Mr. l'abbé de Prades et observations sur son Apologie 489; Examen de Des Prades NA NA French M.-M. Rey NA Amsterdam Amsterdam 1753 NA 165 165 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Court examen de la thèse de Mr. l'abbé de Prades  ,Théologie
"Certain Other Swiss editions Esprit de Saurin: ouvrage utile à toutes les familles chrétiennes 425; Esprit de Saurin NA NA French J. P. Heubach NA Lausanne Lausanne 1767 NA [2], X, 300, 1, 3 bl.; [4], 302, 1, 1 bl. 620 2 NA 12 NA NA Attribution - only extant edition located, Fauche-Borel Catalogue (1787) information. Esprit de Saurin  ",Théologie
"Certain French editions Elévation à Dieu sur tous les mysteres de la religion chrétienne, ouvrage posthume de messire Jacques-Benigne Bossuet, evêque de Meaux 380; Elévation à Dieu NA NA French NA NA Paris Paris 1753 NA NA NA 2 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information, although edition not identified. Elévation à Dieu sur tous les mysteres de la religion chrétienne  ",Théologie
"Pseudo French editions Je veux être heureux, entretiens familiers, par M. D*** 679; Je veux être heureuse NA NA French NA NA Paris Paris 1782 NA NA NA 1 12 12 NA NA Attribution - details as given in Fauche-Borel Catalogue (1787), but edition not located. Je veux être heureux  ",Théologie
"Certain Place of publication unknown Mes réflexions: ouvrage relatif aux dissensions qui troublent le comté de Neuchâtel: accompagné des pièces justificatives, pour la partie historique: dédié aux vrais patriotes 1171; Réflexions; Reflexions (mes) NA NA French NA NA n.pl. ? 1761 NA NA NA 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Mes réflexions: ouvrage relatif aux dissensions qui troublent le comté de Neuchâtel  ",Théologie
"Certain German editions Réunion, sanctification et félicité de l'église par la doctrine de la gloir, adressée aux souverians 1194; Reunion de l'Eglise NA NA French NA NA Hanau Hanau 1787 NA 160 160 1 NA 8 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Réunion, sanctification et félicité de l'église  ",Théologie
"Pseudo Place of publication unknown Sermons (les) de Massillon 1245; Sermons de Massillon NA NA French NA NA n.pl. ? NA NA NA NA 13 NA 12 249 NA Attribution - edition(s) not identified. STN traded in (Paris, 1776) edition after Fauche-Borel Catalogue (1787), and at least one other edition. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Sermons (les) de Massillon  ",Théologie
"Certain French editions Sermons pour les retraites, avec des discours ecclésiastiques, des panégyriques, etc., par M. Collet 1238; Sermons de Collet NA NA French J.-M. Bruyset NA Lyon Lyons 1775 NA NA NA 2 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) and manuscript information. Sermons pour les retraites  ",Théologie
"Probable Other Swiss editions Sermons choisis de feu M. Le Cointe, pasteur & professeur de l'Eglise & de l'Académie de Genève, sur divers sujets intéressans 1237; Sermons de Le Cointe NA NA French P. Barde NA Geneva Geneva 1783 NA VII, [1 bl.], 328 335 1 NA 8 NA NA Attribution - sourced from Barde, only extant edition located. However, Fauche-Borel Catalogue (1787) gives (Geneva, 1784). Sermons choisis de feu M. Le Cointe  ",Théologie
Certain French editions Sermons choisis 1248; Sermons de Sterne [Sermons] English French Buisson NA London; Paris Paris 1786 NA 359 [1] 360 1 NA 12 NA NA Attribution - Fauche-Borel Catalogue (1787) information. Sermons choisis  ,Théologie
"Certain STN editions Devoirs (les) du chrétien envers son souverain, ou Sermon sur S. Matth. chap. XXII, vers. 21, prononcé dans l'église collégiale de Saint-Imier, le 15 septembre 1776 à l'occasion de la prestation d'hommage des habitans de l'Erguël à Son Altesse révérendissime, illustrissime, Monseigneur Frédéric-Louis-François, né Baron de Vangen, de Geroltzegg, Evêque de Bâle, Prince du Saint-Empire, &c. / par C.L. Liomin, proposant, membre de la Société de littérature sacrée de Bâle  Sermons de Liomin NA NA French Société Typographique de Neuchâtel NA Neuchâtel Neuchâtel 1776 NA [I]-VI, [7]-37, [1], [2 bl.] 38 1 NA 8 5 NA Attribution - apparently a previously unknown STN edition, although transactions data inconclusive. Not mentioned in Schmidt, 'Liste des impressions'. Devoirs (les) du chrétien envers son souverain  ",Théologie
"Pseudo Place of publication unknown Catéchisme de l'honnête homme, ou Dialogue entre un caloyer et un homme de bien Catechimse de l'honnête homme; Catéchisme de l'honnete homme; Cathéchisme de honnête homme NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 3 NA Attribution - edition not identified, several produced. Catéchisme de l'honnête homme  ",Théologie
"Pseudo Place of publication unknown Opera omnia Kempis opera NA NA Latin NA NA n.pl. ? NA NA NA NA 1 NA NA 134 NA Attribution - edition(s) not identified, numerous produced. Opera omnia  ",Théologie
"Certain Other Swiss editions Argumens et réflexions sur les livres et sur les chapitres de la Sainte Bible, qui comprend le Vieux et le Nouveau Testament, avec un discours préliminaire sur la lecture de l'Ecriture sainte   réflexions sur la Bible; Refléxions sur la ste. Bible NA NA French Société Typographique de Lausanne NA Lausanne Lausanne 1775 NA 607 607 1 NA 4 76 NA Attribution - sourced from the Socété Typographique de Lausanne from 1775. STN Catalogue 1777 gives (1774) in-4°, although this date of publication probably an error. Argumens et réflexions sur les livres et sur les chapitres de la Sainte Bible  ",Théologie
Certain Other Swiss editions Tableau (le) de la conduite du chrétien qui s'occupe sérieusement du soin de son salut Tableau du chrétien NA NA French les héritiers de Jean Pistorius NA Basle Basle 1744 NA 63 63 1 NA 8 23 NA Attribution - STN Catalogue 1779 information. Tableau (le) de la conduite du chrétien  ,Théologie
Pseudo Other Swiss editions Traité de la religion chrétienne Traité de la religion chrétiennes; Traité de la religion chrétiennes par Turretin; Traité de Turretin; Vérite de la religion par Turrein NA NA French NA NA Geneva Geneva NA NA NA NA 1 NA NA 122 NA Attribution - edition details not resolved. Traité de la religion chrétienne  ,Théologie
Probable Other Swiss editions Sermons sur divers textes de l'Ecriture Sainte Sermons de Butini NA NA French Barrillot et Fils NA Geneva Geneva 1736 NA NA NA 2 NA 8 55 NA Attribution - no additions identified after this date. Sermons de Butini  ,Théologie
"Pseudo Place of publication unknown Vrai (le) communiant, ou Traité de la Sainte Cène  Vrai communiant NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 23 NA Attribution - edition(s) not identified, numerous produced. Vrai (le) communiant  ",Théologie
"Pseudo Place of publication unknown Elemens du christianisme, ou Abrégé des véritez et des devoirs de la religion chrétienne à l'usage des enfans Abregé de superville; abrégé de Superville; Abrégé du catechisme de Superville; Elemens du christianisme NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 2.5 NA Attribution - edition(s) not identified, several produced. Elemens du christianisme  ",Théologie
"Pseudo Place of publication unknown Veritez et les devoirs de la religion chrétienne, ou Catéchisme pour l'instruction de la jeunesse 152; catéchisme de Superville; Grand catéchisme de Superville NA NA French NA NA n.pl. ? NA NA NA NA 1 NA 8 21 NA Attribution - edition(s) not identifed, numerous produced. Fauche-Borel Catalogue (1787) gives 'Cathéchisme de Superville' (Yverdon, 1779), but numerous editions produced and STN traded in at least one other. It has not always been possible from STN manuscripts to isolate which transactions relate to which editions. Veritez et les devoirs de la religion chrétienne  ",Théologie
"Probable Other Swiss editions Sermons sur div. matières importantes Sermons de Rocheblave NA NA French NA NA Geneva Geneva 1726 NA NA NA 1 NA 12 14 NA Attribution - sourced from Geneva, only other extant edition located (Amsterdam, 1712). Sermons sur div. matières importantes  ",Théologie
"Probable Other Swiss editions Mort édifiante, ou récit des dernières heures de Mlle de La Musse Mort edifiante NA NA French J. P. Heubach NA Lausanne Lausanne 1771 NA 94, [2 bl.] 94 1 NA 8 4.5 NA Attribution - sourced from the Société Typographique de Lausanne in 1775. Mort édifiante  ",Théologie
"Certain Other Swiss editions Vray (le) piétisme, ou traité dans lequel on explique la nature et les effets de la piété...   Vrai pietisme; Vrai pietisme par Roques NA NA French J. Brandmuller NA Basle Basle 1731 NA 596, 70 666 1 NA 8 89 NA Attribution - only extant edition located. Vray (le) piétisme  ",Théologie
"Pseudo Place of publication unknown Catéchisme de controverses sur les principales erreurs de l'Eglise Romaine Cathechisme de Controverses NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 5 NA Attribution - edition not identifiable from source data, author unknown. Cathechisme de Controverses  ",Théologie
"Pseudo Place of publication unknown Defensio declarationis conventus cleri gallicani an. 1682 deffensio cléri gallicani NA NA Latin NA NA n.pl. ? NA NA NA NA 1 NA NA 129 NA Attribution - edition not identified, several produced. Defensio declarationis conventus cleri gallicani an. 1682  ",Théologie
"Pseudo Place of publication unknown Fausseté (la) des miracles des deux Testamens: Prouvée par le parallele avec de semblables prodiges opérés dans diverses sectes; Ouvrage traduit du Manuscrit Latin intitulé: Theophrastus redivivus Fausseté des miracles; Miracles NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 10 NA Attribution - edition not identified, at least 2 editions produced in 1775. Fausseté (la) des miracles  ",Théologie
"Pseudo Place of publication unknown Office (l') de la Semaine sainte, à l'usage de la maison du Roi  Semaine sainte NA NA French NA NA n.pl. ? NA NA NA NA 1 NA NA 15 NA Attribution - edition not identified, several produced. Office (l') de la Semaine sainte  ",Théologie
